workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,0,color,1,left,Purple_Star_Grid_1.jpg,Purple_Circle_Stripes_3.jpg,Green_Triangle_Chess_1.jpg,right,824.4249999988824,false,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,1,color,1,right,Purple_Star_Chess_2.jpg,Blue_Plus_Stripes_2.jpg,Purple_Circle_Dots_1.jpg,right,719.1100000054576,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,2,color,1,left,Red_Star_Grid_4.jpg,Red_Circle_Chess_2.jpg,Green_Triangle_Dots_4.jpg,left,931.0150000092108,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,3,color,1,right,Green_Star_Chess_4.jpg,Blue_Plus_Grid_4.jpg,Green_Triangle_Stripes_3.jpg,right,600.1550000073621,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,4,color,1,left,Purple_Circle_Dots_4.jpg,Purple_Plus_Stripes_2.jpg,Green_Star_Grid_4.jpg,left,1174.8700000025565,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,5,color,1,left,Red_Triangle_Dots_1.jpg,Red_Plus_Stripes_3.jpg,Blue_Circle_Chess_1.jpg,left,531.25,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,6,color,1,right,Blue_Plus_Dots_2.jpg,Green_Triangle_Grid_2.jpg,Blue_Circle_Chess_4.jpg,right,475.4749999992782,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,7,color,0,right,Blue_Plus_Chess_1.jpg,Purple_Triangle_Stripes_1.jpg,Blue_Circle_Grid_3.jpg,right,508.61999999324325,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,8,color,1,right,Red_Plus_Grid_4.jpg,Green_Triangle_Stripes_4.jpg,Red_Circle_Dots_2.jpg,right,619.1600000020117,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,9,color,1,right,Red_Triangle_Dots_2.jpg,Purple_Circle_Stripes_2.jpg,Red_Plus_Grid_3.jpg,right,554.1349999984959,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,10,color,0,left,Red_Circle_Dots_1.jpg,Red_Star_Grid_2.jpg,Purple_Plus_Stripes_1.jpg,left,583.1650000036461,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,11,color,1,right,Purple_Circle_Dots_1.jpg,Blue_Triangle_Chess_1.jpg,Purple_Star_Grid_2.jpg,right,504.24999999813735,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,12,color,1,right,Purple_Star_Chess_3.jpg,Red_Triangle_Grid_3.jpg,Purple_Circle_Stripes_2.jpg,right,941.2650000012945,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,13,color,1,right,Green_Star_Chess_1.jpg,Purple_Circle_Grid_1.jpg,Green_Triangle_Stripes_2.jpg,right,735.7199999969453,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,14,color,1,right,Purple_Star_Stripes_4.jpg,Red_Triangle_Grid_4.jpg,Purple_Plus_Chess_3.jpg,right,619.4300000061048,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,15,color,1,right,Blue_Triangle_Chess_2.jpg,Purple_Plus_Grid_2.jpg,Blue_Star_Stripes_1.jpg,right,532.5250000023516,true,NA,true
cfD1mp5Z,3b6f54kms5pu5knddy3sw9ki4gws13,3del4x4elay1eri9azlqyo8b91hxy2,cfD1mp5Z,2020-0188,2020-05-07,17:26:41,17:44:53,NA,incomplete,16,color,1,left,Green_Triangle_Chess_3.jpg,Green_Plus_Dots_2.jpg,Red_Circle_Grid_3.jpg,left,504.82499999634456,true,NA,true
