workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,0,color,1,left,Purple_Triangle_Dots_4.jpg,Purple_Plus_Stripes_2.jpg,Blue_Circle_Chess_4.jpg,left,1078.0200000153854,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,1,color,1,right,Purple_Star_Chess_4.jpg,Green_Plus_Stripes_4.jpg,Purple_Triangle_Dots_3.jpg,right,508.3899999735877,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,2,color,1,left,Purple_Triangle_Grid_2.jpg,Purple_Circle_Chess_4.jpg,Green_Plus_Stripes_2.jpg,left,599.7300000162795,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,3,color,1,left,Green_Circle_Grid_2.jpg,Green_Star_Stripes_3.jpg,Blue_Plus_Chess_2.jpg,left,583.2300000474788,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,4,color,1,left,Purple_Circle_Dots_2.jpg,Purple_Plus_Chess_3.jpg,Green_Triangle_Stripes_2.jpg,left,602.6900000288151,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,5,color,1,left,Purple_Plus_Dots_4.jpg,Purple_Circle_Grid_3.jpg,Blue_Star_Chess_4.jpg,left,930.5550000281073,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,6,color,1,right,Red_Circle_Chess_2.jpg,Purple_Star_Dots_2.jpg,Red_Triangle_Stripes_1.jpg,right,575.1649999874644,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,7,color,0,right,Green_Star_Stripes_2.jpg,Purple_Plus_Grid_2.jpg,Green_Triangle_Dots_3.jpg,right,707.044999988284,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,8,color,1,right,Purple_Triangle_Stripes_1.jpg,Red_Circle_Grid_1.jpg,Purple_Star_Dots_2.jpg,right,730.6049999897368,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,9,color,1,right,Red_Plus_Stripes_2.jpg,Purple_Circle_Chess_2.jpg,Red_Triangle_Dots_1.jpg,right,1050.9350000065751,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,10,color,1,left,Blue_Triangle_Chess_3.jpg,Blue_Circle_Stripes_4.jpg,Green_Plus_Dots_3.jpg,left,502.7550000231713,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,11,color,1,right,Red_Triangle_Grid_1.jpg,Purple_Star_Stripes_1.jpg,Red_Circle_Chess_3.jpg,right,425.5249999696389,true,NA,true
f9Wdl6en,3ka7ijsnx9iy5qpdnesn7gsg38gpb3,3lrkmwokb9u0i1phiw2gm5nh2mzz2z,f9Wdl6en,2020-0188,2020-05-07,19:23:39,19:45:49,NA,incomplete,12,color,1,right,Purple_Triangle_Grid_4.jpg,Blue_Plus_Dots_4.jpg,Purple_Circle_Chess_3.jpg,right,601.4950000098906,true,NA,true
