workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,0,number,0,left,Red_Circle_Chess_1.jpg,Purple_Triangle_Stripes_1.jpg,Blue_Circle_Grid_4.jpg,left,1274.6500000357628,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,1,number,1,right,Red_Star_Chess_3.jpg,Purple_Star_Grid_4.jpg,Green_Plus_Dots_3.jpg,left,1223.0400000698864,false,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,2,number,0,right,Purple_Star_Chess_4.jpg,Blue_Star_Stripes_2.jpg,Green_Plus_Dots_4.jpg,right,905.91000020504,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,3,number,1,right,Red_Circle_Grid_3.jpg,Green_Circle_Dots_4.jpg,Purple_Plus_Stripes_3.jpg,right,1148.700000019744,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,4,number,1,left,Blue_Plus_Stripes_3.jpg,Purple_Triangle_Dots_3.jpg,Green_Plus_Chess_1.jpg,left,1041.9400001410395,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,5,number,1,right,Blue_Triangle_Chess_3.jpg,Red_Triangle_Dots_1.jpg,Purple_Plus_Grid_3.jpg,right,743.2599999010563,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,6,number,1,left,Purple_Triangle_Dots_3.jpg,Blue_Star_Chess_3.jpg,Red_Triangle_Grid_1.jpg,left,745.1599999330938,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,7,number,1,right,Blue_Triangle_Chess_3.jpg,Red_Triangle_Dots_1.jpg,Green_Plus_Stripes_3.jpg,right,864.0900000464171,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,8,number,1,right,Red_Plus_Dots_3.jpg,Purple_Plus_Chess_1.jpg,Blue_Triangle_Stripes_3.jpg,right,703.0150000937283,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,9,number,1,left,Blue_Triangle_Chess_4.jpg,Red_Plus_Dots_4.jpg,Purple_Triangle_Grid_1.jpg,left,827.6100000366569,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,10,number,1,right,Red_Plus_Dots_4.jpg,Blue_Plus_Stripes_3.jpg,Purple_Triangle_Chess_4.jpg,right,746.1949998978525,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,11,number,1,left,Purple_Plus_Dots_3.jpg,Blue_Circle_Stripes_3.jpg,Green_Plus_Chess_1.jpg,left,749.8800000175834,true,NA,true
MxROombs,33cla8o0nlo9ukh858i8v1jgjowfr3,37uqdcyh618qvihdnbu8xqrtpr6v72,MxROombs,2020-0188,2020-05-07,18:56:49,19:13:00,NA,incomplete,12,number,1,left,Blue_Star_Grid_1.jpg,Purple_Circle_Dots_1.jpg,Green_Star_Chess_2.jpg,left,668.559999903664,true,NA,true
