workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,0,filling,1,left,Green_Triangle_Grid_2.jpg,Purple_Plus_Grid_3.jpg,Red_Circle_Dots_2.jpg,left,1311.214999994263,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,1,filling,1,right,Green_Circle_Chess_2.jpg,Purple_Plus_Grid_2.jpg,Red_Star_Chess_1.jpg,right,795.4049999825656,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,2,filling,1,left,Purple_Plus_Dots_4.jpg,Red_Triangle_Dots_2.jpg,Green_Star_Stripes_4.jpg,left,967.8149999817833,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,3,filling,1,right,Green_Plus_Chess_4.jpg,Red_Star_Dots_4.jpg,Purple_Circle_Chess_3.jpg,right,701.0400000144728,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,4,filling,1,right,Green_Circle_Stripes_2.jpg,Red_Plus_Grid_2.jpg,Purple_Triangle_Stripes_4.jpg,right,965.4500000178814,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,5,filling,1,left,Blue_Plus_Stripes_2.jpg,Red_Circle_Stripes_1.jpg,Green_Star_Dots_2.jpg,left,751.62499997532,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,6,filling,1,right,Red_Circle_Dots_2.jpg,Purple_Triangle_Chess_2.jpg,Blue_Star_Dots_1.jpg,right,714.1900000278838,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,7,filling,1,left,Red_Triangle_Grid_1.jpg,Purple_Star_Grid_4.jpg,Green_Circle_Dots_1.jpg,left,656.9249999593012,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,8,filling,1,right,Red_Star_Stripes_2.jpg,Purple_Plus_Chess_2.jpg,Green_Circle_Stripes_4.jpg,right,784.4550000154413,true,NA,NA,NA,NA,NA,NA,NA,NA,true
5tQBpd7N,33cla8o0nlo9ukh858i8v1jgjowfr3,39o5d9o87x5cvqaquiwduhroziz3c1,5tQBpd7N,2020-0188,2020-05-07,15:38:03,15:58:46,NA,incomplete,9,filling,1,right,Red_Star_Chess_2.jpg,Green_Plus_Grid_2.jpg,Purple_Circle_Chess_4.jpg,right,779.0449999738485,true,NA,NA,NA,NA,NA,NA,NA,NA,true
