workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,0,color,0,0,left,Red_Triangle_Grid_2.jpg,Red_Plus_Dots_3.jpg,Green_Star_Chess_2.jpg,left,823.1750000268221,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,1,color,0,1,right,Purple_Star_Grid_3.jpg,Green_Plus_Chess_3.jpg,Purple_Circle_Dots_4.jpg,right,1514.9850000161678,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,2,color,0,1,left,Red_Circle_Stripes_2.jpg,Red_Star_Chess_1.jpg,Purple_Triangle_Dots_2.jpg,left,976.0649998206645,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,3,color,0,0,left,Blue_Plus_Dots_3.jpg,Blue_Circle_Grid_4.jpg,Green_Triangle_Chess_3.jpg,left,882.7600001823157,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,4,color,0,1,right,Purple_Plus_Chess_4.jpg,Red_Star_Stripes_4.jpg,Purple_Triangle_Grid_3.jpg,right,976.835000095889,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,5,color,0,1,right,Red_Plus_Dots_4.jpg,Purple_Star_Grid_4.jpg,Red_Triangle_Chess_2.jpg,right,918.5150000266731,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,6,color,0,1,right,Green_Circle_Chess_4.jpg,Blue_Triangle_Stripes_4.jpg,Green_Plus_Grid_3.jpg,right,1070.5250001046807,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,7,color,0,1,right,Red_Plus_Dots_2.jpg,Blue_Circle_Grid_2.jpg,Red_Star_Stripes_4.jpg,right,693.5199999716133,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,8,color,0,1,left,Red_Star_Chess_3.jpg,Red_Triangle_Dots_1.jpg,Purple_Circle_Stripes_3.jpg,left,1118.5050001367927,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,9,color,0,0,left,Red_Triangle_Grid_4.jpg,Red_Plus_Stripes_1.jpg,Green_Star_Dots_4.jpg,left,906.4599999692291,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,10,color,0,1,right,Green_Star_Stripes_1.jpg,Red_Circle_Grid_1.jpg,Green_Plus_Dots_3.jpg,right,771.2949998676777,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,11,color,0,1,left,Green_Circle_Stripes_4.jpg,Green_Plus_Grid_3.jpg,Blue_Star_Dots_4.jpg,left,862.8400000743568,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,12,color,0,1,right,Blue_Triangle_Grid_3.jpg,Purple_Star_Chess_3.jpg,Blue_Circle_Stripes_2.jpg,right,1061.8999998550862,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TNaOhCfV,3ba7sxog2m30f57lxuc2l92uxdc8rv,3nlzy2d53t2x5vay5618a8am8kdlqv,TNaOhCfV,2020-0188,2020-06-04,12:54:40,13:17:08,NA,incomplete,13,color,0,0,left,Red_Plus_Grid_3.jpg,Red_Triangle_Dots_1.jpg,Blue_Circle_Stripes_3.jpg,left,1198.3000000473112,true,NA,NA,NA,NA,NA,NA,NA,NA,true
