workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,0,shape,0,1,left,Red_Plus_Grid_3.jpg,Blue_Plus_Chess_2.jpg,Red_Triangle_Stripes_4.jpg,left,1833.7449999817181,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,1,shape,0,0,right,Red_Star_Stripes_3.jpg,Red_Plus_Dots_2.jpg,Purple_Star_Grid_1.jpg,right,1373.2550000131596,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,2,shape,0,1,left,Blue_Circle_Chess_4.jpg,Red_Circle_Dots_3.jpg,Blue_Star_Grid_2.jpg,left,1083.5000000079162,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,3,shape,0,0,right,Red_Circle_Dots_3.jpg,Red_Star_Grid_2.jpg,Purple_Circle_Stripes_1.jpg,right,905.1150000013877,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,4,shape,0,1,right,Red_Circle_Dots_3.jpg,Red_Star_Chess_1.jpg,Blue_Circle_Grid_4.jpg,right,947.5500000116881,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,5,shape,0,0,left,Purple_Triangle_Dots_1.jpg,Green_Triangle_Chess_4.jpg,Purple_Star_Grid_2.jpg,left,1027.8800000087358,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,6,shape,0,1,left,Purple_Circle_Grid_3.jpg,Green_Circle_Chess_2.jpg,Purple_Plus_Dots_1.jpg,left,901.7149999854155,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,7,shape,0,1,right,Purple_Plus_Chess_3.jpg,Purple_Triangle_Grid_4.jpg,Blue_Plus_Dots_2.jpg,right,1042.0600000070408,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,8,shape,0,1,left,Red_Plus_Dots_2.jpg,Green_Plus_Grid_3.jpg,Red_Star_Chess_1.jpg,left,854.6100000094157,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,9,shape,0,0,right,Purple_Plus_Dots_2.jpg,Purple_Triangle_Stripes_4.jpg,Blue_Plus_Chess_1.jpg,right,963.9249999891035,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,10,shape,0,1,right,Purple_Star_Dots_2.jpg,Purple_Plus_Stripes_1.jpg,Green_Star_Chess_4.jpg,left,953.5949999990407,false,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,11,shape,0,1,right,Green_Circle_Chess_1.jpg,Green_Star_Dots_2.jpg,Purple_Circle_Stripes_3.jpg,right,712.7850000106264,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,12,shape,0,1,right,Green_Plus_Grid_4.jpg,Green_Circle_Dots_1.jpg,Purple_Plus_Stripes_2.jpg,right,790.4600000183564,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FkLwAkkf,3atyli1pswfm29bow6spg463876ojo,3x08e93bhzvmcso73th8fkbze2166q,FkLwAkkf,2020-0188,2020-11-17,15:01:05,15:25:33,NA,incomplete,13,shape,0,1,right,Purple_Triangle_Chess_3.jpg,Purple_Star_Stripes_4.jpg,Blue_Triangle_Grid_1.jpg,right,837.5250000099186,true,NA,NA,NA,NA,NA,NA,NA,NA,true
