workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,0,color,0,1,right,Green_Star_Chess_3.jpg,Purple_Star_Dots_4.jpg,Green_Plus_Stripes_1.jpg,right,1095.6249998416752,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,1,color,0,1,right,Purple_Triangle_Stripes_2.jpg,Blue_Triangle_Dots_1.jpg,Purple_Circle_Grid_4.jpg,right,606.2349998392165,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,2,color,0,0,left,Green_Circle_Grid_4.jpg,Green_Plus_Dots_2.jpg,Blue_Circle_Stripes_3.jpg,left,542.9750001057982,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,3,color,0,1,right,Purple_Circle_Dots_3.jpg,Red_Circle_Stripes_1.jpg,Purple_Star_Chess_2.jpg,right,443.7299999408424,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,4,color,0,0,right,Blue_Triangle_Grid_2.jpg,Green_Triangle_Stripes_4.jpg,Blue_Star_Chess_1.jpg,right,974.9950000550598,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,5,color,0,1,right,Purple_Triangle_Grid_3.jpg,Blue_Triangle_Chess_4.jpg,Purple_Plus_Dots_1.jpg,right,663.4949999861419,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,6,color,0,0,left,Blue_Star_Grid_1.jpg,Blue_Triangle_Dots_2.jpg,Green_Star_Stripes_4.jpg,left,1013.3249999489635,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,7,color,0,1,left,Green_Triangle_Stripes_1.jpg,Green_Circle_Chess_3.jpg,Red_Triangle_Dots_4.jpg,left,994.8599999770522,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,8,color,0,1,right,Green_Star_Stripes_1.jpg,Purple_Star_Dots_3.jpg,Green_Plus_Chess_4.jpg,right,503.74500011093915,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,9,color,0,1,left,Green_Circle_Dots_3.jpg,Green_Star_Grid_1.jpg,Red_Circle_Chess_4.jpg,left,830.5499998386949,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,10,color,0,1,right,Blue_Plus_Grid_2.jpg,Purple_Plus_Chess_4.jpg,Blue_Circle_Stripes_1.jpg,right,535.4800000786781,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,11,color,0,1,left,Red_Circle_Stripes_1.jpg,Red_Plus_Chess_3.jpg,Green_Circle_Grid_2.jpg,left,780.8349998667836,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,12,color,0,1,left,Red_Star_Stripes_3.jpg,Red_Plus_Grid_1.jpg,Green_Star_Chess_2.jpg,left,1039.0699999406934,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,13,color,0,1,left,Blue_Triangle_Grid_4.jpg,Blue_Plus_Chess_3.jpg,Purple_Triangle_Stripes_1.jpg,left,831.5999999176711,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,14,color,0,1,left,Red_Circle_Dots_3.jpg,Red_Triangle_Chess_2.jpg,Blue_Circle_Stripes_1.jpg,left,636.6950001101941,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,15,color,0,1,left,Red_Circle_Chess_2.jpg,Red_Triangle_Grid_3.jpg,Purple_Circle_Dots_1.jpg,left,706.8750001490116,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,16,color,0,0,left,Purple_Plus_Chess_1.jpg,Purple_Triangle_Dots_3.jpg,Green_Plus_Grid_4.jpg,left,641.8200000189245,true,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,17,color,0,0,right,Green_Plus_Stripes_4.jpg,Blue_Plus_Chess_1.jpg,Green_Triangle_Dots_2.jpg,left,855.7849999051541,false,NA,true
tceWimqr,3ha5odm5ld5arw3bkcnh3xryudvvsa,3pqmudrv7vjiywe97vzm9qr8041ii6,tceWimqr,2020-0188,2020-06-04,07:53:38,08:20:50,NA,incomplete,18,color,0,1,right,Green_Triangle_Chess_3.jpg,Red_Triangle_Stripes_4.jpg,Green_Plus_Dots_2.jpg,right,667.2449999023229,true,NA,true
