workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,0,shape,0,1,right,Blue_Plus_Grid_2.jpg,Green_Triangle_Grid_1.jpg,Red_Plus_Dots_3.jpg,right,1483.484999999695,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,1,shape,0,1,right,Red_Plus_Stripes_1.jpg,Blue_Star_Stripes_3.jpg,Purple_Plus_Grid_2.jpg,right,1032.5250000000233,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,2,shape,0,1,left,Green_Plus_Chess_2.jpg,Red_Plus_Stripes_4.jpg,Purple_Star_Chess_1.jpg,left,705.4800000000978,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,3,shape,0,1,left,Green_Star_Grid_1.jpg,Purple_Star_Chess_3.jpg,Red_Triangle_Grid_2.jpg,left,917.0300000000861,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,4,shape,0,1,left,Red_Plus_Stripes_2.jpg,Green_Plus_Dots_1.jpg,Purple_Triangle_Stripes_3.jpg,left,1172.8649999999907,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,5,shape,0,1,right,Green_Star_Chess_4.jpg,Blue_Circle_Chess_2.jpg,Red_Star_Grid_1.jpg,right,678.2299999999814,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,6,shape,0,1,right,Red_Star_Chess_1.jpg,Green_Plus_Chess_2.jpg,Blue_Star_Grid_4.jpg,right,635.1249999997672,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,7,shape,0,0,right,Green_Triangle_Chess_3.jpg,Blue_Circle_Chess_1.jpg,Red_Triangle_Stripes_2.jpg,right,661.5700000002398,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,8,shape,0,1,left,Purple_Circle_Stripes_1.jpg,Green_Circle_Chess_2.jpg,Red_Triangle_Stripes_3.jpg,left,673.534999999858,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,9,shape,0,0,right,Red_Triangle_Chess_1.jpg,Green_Plus_Chess_2.jpg,Purple_Triangle_Stripes_4.jpg,right,725.5199999999604,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,10,shape,0,1,left,Blue_Plus_Chess_1.jpg,Green_Plus_Grid_2.jpg,Purple_Triangle_Chess_4.jpg,left,694.49500000017,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,11,shape,0,1,left,Blue_Circle_Stripes_1.jpg,Purple_Circle_Chess_3.jpg,Green_Star_Stripes_2.jpg,left,673.2300000003306,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,12,shape,0,1,right,Red_Triangle_Dots_2.jpg,Purple_Plus_Dots_4.jpg,Green_Triangle_Grid_3.jpg,right,654.8150000002934,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,13,shape,0,0,right,Green_Plus_Stripes_4.jpg,Purple_Triangle_Stripes_2.jpg,Red_Plus_Grid_3.jpg,right,628.5050000001211,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,14,shape,0,1,left,Blue_Star_Grid_1.jpg,Red_Star_Dots_4.jpg,Green_Plus_Grid_2.jpg,left,883.3049999998766,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,15,shape,0,1,right,Red_Triangle_Chess_3.jpg,Blue_Circle_Chess_2.jpg,Green_Triangle_Grid_4.jpg,right,715.9050000000279,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,16,shape,0,0,left,Green_Circle_Stripes_3.jpg,Blue_Circle_Dots_1.jpg,Purple_Triangle_Stripes_2.jpg,left,646.6350000000675,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,17,shape,0,1,right,Green_Plus_Grid_4.jpg,Blue_Triangle_Grid_2.jpg,Red_Plus_Dots_1.jpg,right,782.8499999996275,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,18,shape,0,0,right,Blue_Plus_Dots_1.jpg,Purple_Circle_Dots_4.jpg,Red_Plus_Grid_2.jpg,right,552.2750000000233,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,19,shape,0,1,left,Green_Plus_Dots_3.jpg,Purple_Plus_Stripes_1.jpg,Red_Star_Dots_2.jpg,left,786.1800000000512,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,20,filling,1,1,left,Red_Triangle_Grid_1.jpg,Blue_Star_Grid_3.jpg,Purple_Triangle_Stripes_4.jpg,right,627.46499999956,false,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,21,filling,1,1,left,Purple_Star_Chess_4.jpg,Blue_Circle_Chess_3.jpg,Red_Star_Dots_1.jpg,left,1305.2150000003166,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,22,filling,1,1,left,Green_Triangle_Chess_4.jpg,Purple_Star_Chess_3.jpg,Red_Triangle_Stripes_1.jpg,none,0,false,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,23,filling,1,1,left,Red_Triangle_Chess_3.jpg,Blue_Star_Chess_1.jpg,Green_Triangle_Grid_2.jpg,left,1216.5,true,NA,true
hgGLQ1NV,38f60ialbjuvdvfa6f4is9xu20x0td,3ls2amnw5j35bgdviyh02peg3ngqob,hgGLQ1NV,2020-0188,2020-06-04,14:19:09,14:37:38,NA,incomplete,24,filling,1,1,right,Green_Plus_Stripes_1.jpg,Purple_Plus_Grid_2.jpg,Red_Circle_Stripes_4.jpg,right,1410.2449999999953,true,NA,true
