workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,0,number,1,right,Red_Triangle_Dots_1.jpg,Green_Circle_Dots_3.jpg,Blue_Plus_Grid_1.jpg,right,1644.510000012815,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,1,number,1,left,Red_Triangle_Grid_4.jpg,Green_Star_Stripes_4.jpg,Purple_Plus_Grid_2.jpg,left,880.8250000001863,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,2,number,1,left,Purple_Circle_Stripes_2.jpg,Red_Star_Grid_2.jpg,Blue_Plus_Stripes_1.jpg,left,733.9299999875948,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,3,number,0,left,Purple_Plus_Chess_2.jpg,Blue_Triangle_Stripes_2.jpg,Red_Circle_Chess_4.jpg,left,603.7750000250526,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,4,number,0,left,Blue_Triangle_Grid_1.jpg,Green_Circle_Stripes_1.jpg,Red_Star_Grid_3.jpg,left,563.3300000336021,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,5,number,1,left,Red_Plus_Chess_1.jpg,Blue_Circle_Grid_1.jpg,Green_Star_Chess_3.jpg,left,563.7700000079349,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,6,number,1,left,Blue_Star_Chess_3.jpg,Red_Circle_Stripes_3.jpg,Green_Triangle_Chess_2.jpg,left,650.9599999990314,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,7,number,1,left,Blue_Star_Chess_3.jpg,Purple_Plus_Stripes_3.jpg,Green_Circle_Chess_1.jpg,left,605.6749999988824,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,8,number,1,left,Green_Triangle_Grid_3.jpg,Red_Plus_Chess_3.jpg,Purple_Circle_Grid_1.jpg,left,618.929999996908,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,9,number,1,right,Blue_Circle_Chess_4.jpg,Red_Star_Chess_1.jpg,Green_Triangle_Stripes_4.jpg,right,645.3999999794178,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,10,number,1,left,Red_Triangle_Chess_3.jpg,Purple_Star_Dots_3.jpg,Green_Plus_Chess_2.jpg,left,664.7099999827333,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,11,number,1,left,Red_Plus_Grid_3.jpg,Blue_Circle_Chess_3.jpg,Green_Star_Grid_4.jpg,left,579.5349999680184,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,12,number,1,right,Red_Triangle_Stripes_4.jpg,Purple_Plus_Stripes_3.jpg,Green_Circle_Grid_4.jpg,right,678.9599999901839,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,13,number,1,left,Green_Plus_Stripes_3.jpg,Blue_Circle_Dots_3.jpg,Purple_Triangle_Stripes_2.jpg,left,603.5000000265427,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,14,number,1,left,Red_Star_Chess_1.jpg,Purple_Triangle_Stripes_1.jpg,Green_Plus_Chess_4.jpg,left,607.1649999939837,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,15,number,1,right,Green_Plus_Grid_2.jpg,Blue_Star_Grid_3.jpg,Purple_Circle_Dots_2.jpg,left,512.0250000036322,false,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,16,number,1,left,Blue_Triangle_Dots_1.jpg,Red_Circle_Grid_1.jpg,Green_Star_Dots_3.jpg,left,541.3599999737926,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,17,number,1,left,Purple_Triangle_Dots_4.jpg,Green_Plus_Chess_4.jpg,Blue_Circle_Dots_3.jpg,left,777.1150000044145,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,18,number,1,left,Purple_Triangle_Chess_4.jpg,Green_Star_Dots_4.jpg,Red_Plus_Chess_3.jpg,left,550.5899999989197,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,19,number,1,right,Green_Plus_Grid_3.jpg,Blue_Star_Grid_4.jpg,Purple_Circle_Dots_3.jpg,right,729.445000004489,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,20,filling,1,left,Blue_Plus_Grid_1.jpg,Purple_Triangle_Grid_4.jpg,Green_Circle_Chess_1.jpg,right,622.7700000163168,false,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,21,filling,1,left,Green_Circle_Stripes_2.jpg,Red_Plus_Stripes_1.jpg,Purple_Triangle_Chess_2.jpg,right,858.3949999883771,false,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,22,filling,1,left,Blue_Circle_Dots_1.jpg,Red_Triangle_Dots_3.jpg,Green_Plus_Chess_1.jpg,left,926.2749999761581,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,23,filling,0,right,Green_Circle_Dots_2.jpg,Purple_Star_Stripes_2.jpg,Blue_Triangle_Dots_4.jpg,right,835.4850000469014,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,24,filling,0,right,Red_Plus_Grid_3.jpg,Blue_Star_Dots_3.jpg,Green_Triangle_Grid_2.jpg,right,988.4449999663047,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,25,filling,1,left,Purple_Plus_Grid_1.jpg,Green_Triangle_Grid_3.jpg,Blue_Star_Dots_1.jpg,left,898.9750000182539,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,26,filling,0,left,Purple_Star_Dots_2.jpg,Green_Triangle_Dots_1.jpg,Blue_Circle_Stripes_2.jpg,left,1026.9650000263937,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,27,filling,0,right,Red_Plus_Dots_3.jpg,Green_Star_Stripes_3.jpg,Blue_Circle_Dots_4.jpg,right,809.6350000123493,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,28,filling,1,right,Blue_Circle_Dots_3.jpg,Green_Star_Grid_3.jpg,Purple_Triangle_Dots_1.jpg,right,909.734999993816,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,29,filling,1,right,Green_Star_Stripes_1.jpg,Purple_Circle_Grid_1.jpg,Red_Triangle_Stripes_3.jpg,right,948.5649999696761,true,NA,true
dshFDNkT,3eawoid6nwaaqnjzba4xtrlfy89v0t,3oe22wjigm10olxsekt91v65j1iquk,dshFDNkT,2020-0188,2020-05-21,10:15:41,10:43:24,NA,incomplete,30,filling,1,left,Green_Triangle_Grid_1.jpg,Purple_Plus_Grid_2.jpg,Blue_Circle_Dots_1.jpg,left,972.3849999718368,true,NA,true
