workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,0,color,1,right,Red_Plus_Stripes_3.jpg,Green_Star_Grid_3.jpg,Red_Circle_Dots_4.jpg,right,956.899999990128,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,1,color,1,left,Green_Plus_Stripes_3.jpg,Green_Circle_Grid_4.jpg,Purple_Triangle_Dots_3.jpg,left,684.4949999940582,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,2,color,1,right,Purple_Plus_Stripes_1.jpg,Blue_Triangle_Grid_1.jpg,Purple_Star_Dots_3.jpg,right,761.4100000355393,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,3,color,0,right,Purple_Circle_Dots_3.jpg,Red_Triangle_Grid_3.jpg,Purple_Plus_Stripes_1.jpg,right,724.4649999774992,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,4,color,1,left,Green_Plus_Dots_3.jpg,Green_Star_Stripes_4.jpg,Red_Triangle_Grid_3.jpg,right,1379.3249999871477,false,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,5,color,0,left,Green_Plus_Chess_2.jpg,Green_Star_Grid_3.jpg,Red_Triangle_Stripes_2.jpg,left,965.6299999915063,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,6,color,1,right,Purple_Triangle_Stripes_3.jpg,Red_Star_Grid_3.jpg,Purple_Circle_Chess_4.jpg,right,680.4600000032224,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,7,color,1,left,Green_Star_Grid_2.jpg,Green_Triangle_Dots_4.jpg,Red_Circle_Chess_2.jpg,left,778.3300000010058,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,8,color,1,left,Purple_Plus_Grid_4.jpg,Purple_Star_Dots_2.jpg,Green_Circle_Stripes_4.jpg,left,794.3349999841303,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,9,color,1,right,Green_Star_Dots_2.jpg,Blue_Plus_Chess_2.jpg,Green_Circle_Stripes_3.jpg,right,596.1849999730475,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,10,color,0,left,Green_Plus_Chess_3.jpg,Green_Triangle_Stripes_2.jpg,Purple_Star_Grid_3.jpg,left,706.6249999916181,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,11,color,1,left,Green_Star_Chess_1.jpg,Green_Triangle_Stripes_2.jpg,Purple_Plus_Grid_1.jpg,left,699.3099999963306,true,NA,NA,NA,NA,NA,NA,NA,NA,true
sTl7jCSP,3peg1bh7bh4xuzsxamnfbz6ha40bkr,3fq5jj512p11isfo4exqre22gwjnkh,sTl7jCSP,2020-0188,2020-06-15,17:02:50,17:21:14,NA,incomplete,12,color,1,left,Blue_Star_Stripes_1.jpg,Blue_Plus_Chess_3.jpg,Red_Circle_Grid_1.jpg,left,642.0599999837577,true,NA,NA,NA,NA,NA,NA,NA,NA,true
