workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,0,shape,1,right,Red_Triangle_Stripes_2.jpg,Blue_Circle_Grid_2.jpg,Purple_Triangle_Dots_1.jpg,left,1207.990000024438,false,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,1,shape,1,left,Blue_Triangle_Stripes_3.jpg,Purple_Triangle_Grid_1.jpg,Green_Plus_Chess_3.jpg,left,1238.2249999791384,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,2,shape,1,right,Red_Star_Dots_4.jpg,Blue_Triangle_Grid_4.jpg,Green_Star_Stripes_3.jpg,right,1439.979999908246,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,3,shape,1,right,Blue_Circle_Chess_1.jpg,Purple_Plus_Stripes_1.jpg,Red_Circle_Grid_4.jpg,right,950.5799999460578,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,4,shape,1,right,Red_Triangle_Dots_3.jpg,Green_Star_Chess_3.jpg,Purple_Triangle_Stripes_2.jpg,right,812.0950000593439,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,5,shape,1,right,Purple_Triangle_Dots_3.jpg,Blue_Plus_Chess_3.jpg,Red_Triangle_Grid_2.jpg,right,886.8000000948086,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,6,shape,0,left,Blue_Star_Stripes_3.jpg,Red_Star_Chess_4.jpg,Green_Plus_Dots_3.jpg,left,1045.2450000448152,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,7,shape,1,right,Purple_Circle_Chess_2.jpg,Blue_Triangle_Stripes_2.jpg,Green_Circle_Grid_3.jpg,none,0,false,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,8,shape,1,left,Purple_Triangle_Grid_4.jpg,Red_Triangle_Chess_1.jpg,Blue_Circle_Dots_4.jpg,left,1306.6250000847504,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,9,shape,1,right,Purple_Star_Chess_1.jpg,Red_Circle_Dots_1.jpg,Blue_Star_Grid_2.jpg,right,1286.9799999753013,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,10,shape,0,left,Red_Plus_Chess_3.jpg,Blue_Plus_Stripes_1.jpg,Green_Star_Dots_3.jpg,left,1139.4399999408051,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,11,shape,0,left,Blue_Star_Grid_3.jpg,Red_Star_Chess_1.jpg,Green_Plus_Stripes_3.jpg,left,1141.6149999713525,true,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,12,shape,1,left,Green_Triangle_Dots_4.jpg,Red_Triangle_Stripes_1.jpg,Purple_Circle_Grid_4.jpg,none,0,false,NA,NA,NA,NA,NA,NA,NA,NA,true
JCrwHQzk,3icohx7eofotocxdgkfntnxt5xb0e8,3of2m9aatk1vzht7728km19ck9gzkt,JCrwHQzk,2020-0188,2020-11-18,15:17:53,15:40:59,NA,incomplete,13,shape,0,left,Green_Triangle_Chess_4.jpg,Purple_Triangle_Stripes_2.jpg,Red_Star_Dots_4.jpg,left,1567.134999902919,true,NA,NA,NA,NA,NA,NA,NA,NA,true
